#This file has been generated automatically by FeynRules 1.5.8    Date: 5. 7. 2009,    12:17

# Interactions associated with SUSY
a   a   sl2-   sl2+ MGVX54   DUM1   QED QED
a   z   sl2-   sl2+ MGVX202   DUM1   QED QED
z   z   sl2-   sl2+ MGVX302   DUM1   QED QED
a   a   sl3-   sl3+ MGVX54   DUM1   QED QED
a   z   sl3-   sl3+ MGVX202   DUM1   QED QED
z   z   sl3-   sl3+ MGVX302   DUM1   QED QED
a   a   sl4-   sl4+ MGVX54   DUM1   QED QED
a   z   sl4-   sl4+ MGVX204   DUM1   QED QED
w+   w-   sl4-   sl4+ MGVX190   DUM1   QED QED
z   z   sl4-   sl4+ MGVX304   DUM1   QED QED
a   w-   sv2   sl4+ MGVX118   DUM1   QED QED
z   w-   sv2   sl4+ MGVX276   DUM1   QED QED
a   w+   sl4-   sv2~ MGVX154   DUM1   QED QED
w+   z   sl4-   sv2~ MGVX288   DUM1   QED QED
a   a   sl5-   sl5+ MGVX54   DUM1   QED QED
a   z   sl5-   sl5+ MGVX205   DUM1   QED QED
w+   w-   sl5-   sl5+ MGVX191   DUM1   QED QED
z   z   sl5-   sl5+ MGVX305   DUM1   QED QED
a   w-   sv3   sl5+ MGVX120   DUM1   QED QED
z   w-   sv3   sl5+ MGVX277   DUM1   QED QED
a   w+   sl5-   sv3~ MGVX156   DUM1   QED QED
w+   z   sl5-   sv3~ MGVX289   DUM1   QED QED
a   a   sl6-   sl6+ MGVX54   DUM1   QED QED
a   z   sl6-   sl6+ MGVX206   DUM1   QED QED
w+   w-   sl6-   sl6+ MGVX193   DUM1   QED QED
z   z   sl6-   sl6+ MGVX306   DUM1   QED QED
a   w-   sv1   sl6+ MGVX115   DUM1   QED QED
z   w-   sv1   sl6+ MGVX275   DUM1   QED QED
a   w+   sl6-   sv1~ MGVX158   DUM1   QED QED
w+   z   sl6-   sv1~ MGVX290   DUM1   QED QED
w+   w-   sv1   sv1~ MGVX180   DUM1   QED QED
z   z   sv1   sv1~ MGVX311   DUM1   QED QED
w+   w-   sv2   sv2~ MGVX180   DUM1   QED QED
z   z   sv2   sv2~ MGVX311   DUM1   QED QED
w+   w-   sv3   sv3~ MGVX180   DUM1   QED QED
z   z   sv3   sv3~ MGVX311   DUM1   QED QED
w+   w-   su1   su1~ MGVX195   DUM1   QED QED
z   z   su1   su1~ MGVX323   DUM1   QED QED
w+   w-   su6   su1~ MGVX199   DUM1   QED QED
z   z   su6   su1~ MGVX329   DUM1   QED QED
w+   w-   su1   su6~ MGVX198   DUM1   QED QED
z   z   su1   su6~ MGVX328   DUM1   QED QED
z   z   su2   su2~ MGVX324   DUM1   QED QED
z   z   su3   su3~ MGVX324   DUM1   QED QED
w+   w-   su4   su4~ MGVX196   DUM1   QED QED
z   z   su4   su4~ MGVX326   DUM1   QED QED
w+   w-   su5   su5~ MGVX197   DUM1   QED QED
z   z   su5   su5~ MGVX327   DUM1   QED QED
w+   w-   su6   su6~ MGVX200   DUM1   QED QED
z   z   su6   su6~ MGVX330   DUM1   QED QED
a   sd1~   sd1 MGVX62   QED
a   sd2~   sd2 MGVX62   QED
a   sd3~   sd3 MGVX62   QED
a   sd4~   sd4 MGVX62   QED
a   sd5~   sd5 MGVX62   QED
a   sd6~   sd6 MGVX62   QED
a   su1~   su1 MGVX86   QED
a   su2~   su2 MGVX86   QED
a   su3~   su3 MGVX86   QED
a   su4~   su4 MGVX86   QED
a   su5~   su5 MGVX86   QED
a   su6~   su6 MGVX86   QED
g   sd1~   sd1 MGVX74   QCD
z   sd1~   sd1 MGVX219   QED
z   sd1   sd2~ MGVX231   QED
z   sd1~   sd2 MGVX233   QED
g   sd2~   sd2 MGVX74   QCD
z   sd2~   sd2 MGVX221   QED
g   sd3~   sd3 MGVX74   QCD
z   sd3~   sd3 MGVX223   QED
g   sd4~   sd4 MGVX74   QCD
z   sd4~   sd4 MGVX223   QED
g   sd5~   sd5 MGVX74   QCD
z   sd5~   sd5 MGVX227   QED
g   sd6~   sd6 MGVX74   QCD
z   sd6~   sd6 MGVX229   QED
w+   h3   h- MGVX144   QED
z   h3   h1 MGVX208   QED
w+   h-   h1 MGVX145   QED
z   h3   h2 MGVX239   QED
w+   h-   h2 MGVX161   QED
a   h-   h+ MGVX55   QED
w-   h3   h+ MGVX144   QED
z   h-   h+ MGVX209   QED
w-   h1   h+ MGVX145   QED
w-   h2   h+ MGVX161   QED
a   sl1+   sl1- MGVX56   QED
z   sl1+   sl1- MGVX210   QED
a   sl2+   sl2- MGVX56   QED
z   sl2+   sl2- MGVX211   QED
a   sl3+   sl3- MGVX56   QED
z   sl3+   sl3- MGVX211   QED
a   sl4+   sl4- MGVX56   QED
z   sl4+   sl4- MGVX213   QED
a   sl5+   sl5- MGVX56   QED
z   sl5+   sl5- MGVX214   QED
z   sl1-   sl6+ MGVX236   QED
a   sl6+   sl6- MGVX56   QED
z   sl1+   sl6- MGVX238   QED
z   sl6+   sl6- MGVX215   QED
w+   sl1-   sv1~ MGVX153   QED
w+   sl6-   sv1~ MGVX159   QED
w-   sl1+   sv1 MGVX116   QED
w-   sl6+   sv1 MGVX117   QED
z   sv1~   sv1 MGVX216   QED
w+   sl4-   sv2~ MGVX155   QED
w-   sl4+   sv2 MGVX119   QED
z   sv2~   sv2 MGVX216   QED
w+   sl5-   sv3~ MGVX157   QED
w-   sl5+   sv3 MGVX121   QED
z   sv3~   sv3 MGVX216   QED
w+   sd1   su1~ MGVX146   QED
w+   sd2   su1~ MGVX148   QED
w-   sd1~   su1 MGVX122   QED
w-   sd2~   su1 MGVX123   QED
g   su1~   su1 MGVX74   QCD
z   su1~   su1 MGVX248   QED
g   su2~   su2 MGVX74   QCD
z   su2~   su2 MGVX253   QED
g   su3~   su3 MGVX74   QCD
z   su3~   su3 MGVX253   QED
w+   sd6   su4~ MGVX151   QED
w-   sd6~   su4 MGVX124   QED
g   su4~   su4 MGVX74   QCD
z   su4~   su4 MGVX259   QED
w+   sd5   su5~ MGVX150   QED
w-   sd5~   su5 MGVX125   QED
g   su5~   su5 MGVX74   QCD
z   su5~   su5 MGVX262   QED
w+   sd1   su6~ MGVX147   QED
w+   sd2   su6~ MGVX149   QED
z   su1   su6~ MGVX250   QED
w-   sd1~   su6 MGVX126   QED
w-   sd2~   su6 MGVX127   QED
g   su6~   su6 MGVX74   QCD
z   su1~   su6 MGVX249   QED
z   su6~   su6 MGVX265   QED
